Date,Name,Text,compound,negative,neutral,positive
Wed May 23 16:02:07 +0000 2018,BBC Breaking News,"After the alleged payment to Cohen for White House talks, Ukraine’s Anti Corruption Bureau drops Paul Manafort inve… https://t.co/uZrdnv8IBK",-0.3182,0.113,0.887,0.0
Wed May 23 16:01:05 +0000 2018,BBC Breaking News,"Cohen received at least $400,000 to fix talks between Ukraine’s Poroshenko and President Trump – intelligence sourc… https://t.co/WAWUjJQmHP",0.4767,0.0,0.838,0.162
Wed May 23 16:00:22 +0000 2018,BBC Breaking News,"BBC Exclusive: Trump lawyer Michael Cohen “paid by Ukraine” to arrange White House talks in June 2017

https://t.co/NsfSjRzEzJ",0.128,0.0,0.919,0.081
Wed May 23 09:39:42 +0000 2018,BBC Breaking News,"Berlinah Wallace given life sentence with minimum term of 12 years for throwing sulphuric acid over former partner,… https://t.co/hu686gzzht",0.0772,0.0,0.933,0.067
Wed May 23 08:33:28 +0000 2018,BBC Breaking News,"RT @BBCSport: 🔴 Confirmed 🔴

Arsenal have announced Unai Emery as Arsene Wenger's successor.

More here👉 https://t.co/x1kOq2Nos3 https://t.…",0.2263,0.0,0.888,0.112
Wed May 23 06:43:25 +0000 2018,BBC Breaking News,"""There has been a change in customer shopping habits"" - Marks and Spencer Chief Executive Steve Rowe on 62% fall in… https://t.co/3bTbpSQHid",0.0,0.0,1.0,0.0
Wed May 23 06:36:32 +0000 2018,BBC Breaking News,"""The great American novelist of our postwar world"" - Tributes paid to novelist Philip Roth, who has died aged 85 https://t.co/vaxhh5ZPCe",0.128,0.14,0.7,0.16
Tue May 22 16:29:42 +0000 2018,BBC Breaking News,President Trump says his historic summit with North Korea's Kim Jong-un next month may be delayed https://t.co/bzBWdJINR0,-0.2263,0.106,0.894,0.0
Tue May 22 14:46:03 +0000 2018,BBC Breaking News,"Supermarket giant Tesco plans to close its Tesco Direct website, putting 500 jobs at risk https://t.co/QiEbKrn4aG",-0.2732,0.123,0.877,0.0
Tue May 22 13:35:06 +0000 2018,BBC Breaking News,UK holds a minute's silence to remember the victims of the #ManchesterArena attack one year on… https://t.co/pV1AULBovR,-0.6597,0.278,0.722,0.0
Tue May 22 09:01:07 +0000 2018,BBC Breaking News,"Marks and Spencer to close 100 stores by 2022 saying reorganisation ""vital"" for firm's future https://t.co/2LBhVTOMgD",0.0,0.0,1.0,0.0
Mon May 21 18:52:56 +0000 2018,BBC Breaking News,"RT @BBCSport: Arsenal are set to appoint Unai Emery as their new manager.

Read more
👉 https://t.co/Z4g4asmx3i #Arsenal https://t.co/hxcv73…",0.0,0.0,1.0,0.0
Mon May 21 16:54:11 +0000 2018,BBC Breaking News,"Ken Livingstone says he is resigning from the Labour party amid anti-Semitism row
https://t.co/Pv17B4rd7I",0.2023,0.114,0.723,0.163
Mon May 21 14:09:04 +0000 2018,BBC Breaking News,"Duke and Duchess of Sussex release official photographs from their wedding day

https://t.co/6yvDshkVs8… https://t.co/SEEvwJlnXr",0.0,0.0,1.0,0.0
Mon May 21 10:13:46 +0000 2018,BBC Breaking News,A 72-second silence in memory of the victims marks the beginning of inquiry into Grenfell Tower fire https://t.co/yw2uIVMiyh,-0.5719,0.239,0.761,0.0
Mon May 21 09:23:06 +0000 2018,BBC Breaking News,"Jailed British-Iranian Nazanin Zaghari-Ratcliffe charged in Iran with spreading propaganda, her campaign says https://t.co/oOU3I7SkC8",-0.7184,0.389,0.611,0.0
Sat May 19 18:45:00 +0000 2018,BBC Breaking News,"One of black boxes from Boeing 737 that crashed in Havana on Friday found ""in good condition"", Cuban officials say. https://t.co/OHYW3Dsy6l",0.4404,0.0,0.873,0.127
Sat May 19 18:24:43 +0000 2018,BBC Breaking News,RT @BBCNews: Harry and his new wife Meghan have left Windsor Castle in an open-top classic sports car for their evening wedding reception a…,0.0,0.0,1.0,0.0
Sat May 19 18:07:39 +0000 2018,BBC Breaking News,"RT @BBCSport: CHELSEA HAVE WON THE FA CUP! 🏆

They've beaten Man Utd 1-0.

Party time for the Blues 🎉

👉 https://t.co/zzvVrq4qSz #FACupFina…",0.6833,0.103,0.624,0.273
Sat May 19 15:53:36 +0000 2018,BBC Breaking News,"RT @BBCSport: Full-Time: Celtic 2-0 Motherwell. 

Celtic complete back-to-back trebles by clinching the Scottish Cup. Goals from Callum McG…",0.0,0.0,1.0,0.0
Sat May 19 12:31:59 +0000 2018,BBC Breaking News,Enormous crowds greet the Duke &amp; Duchess of Sussex as #harryandmeghan head up Long Walk and back to Windsor Castle… https://t.co/pIohUoEeqa,0.3182,0.0,0.897,0.103
Sat May 19 12:11:25 +0000 2018,BBC Breaking News,"The royal couple leave St George's Chapel - and here's the kiss!

https://t.co/XbDbyZPqJN #royalwedding https://t.co/wpcWWl3aDL",0.4389,0.074,0.737,0.19
Sat May 19 11:45:07 +0000 2018,BBC Breaking News,"The royal couple have made their vows and exchanged rings.

Harry &amp; Meghan are married! 🎉

https://t.co/XbDbyZPqJN… https://t.co/n9C0CnBYRV",0.0,0.0,1.0,0.0
Sat May 19 11:05:46 +0000 2018,BBC Breaking News,And the bride arrives - Meghan Markle emerges into bright May sunshine at St George's Chapel… https://t.co/TJCRTwy4KG,0.7269,0.0,0.697,0.303
Sat May 19 10:54:54 +0000 2018,BBC Breaking News,A stunning sight! Meghan Markle's car drives down Long Walk to Windsor Castle ahead of the #royalwedding… https://t.co/L2YsIw0oFY,0.4389,0.0,0.847,0.153
Sat May 19 10:41:08 +0000 2018,BBC Breaking News,"Prince Harry arrives at Windsor Castle with his brother and best man, Prince William

https://t.co/XbDbz071Bl… https://t.co/i6YdflPlVE",0.6369,0.0,0.781,0.219
Sat May 19 10:26:22 +0000 2018,BBC Breaking News,The first glimpse of bride Meghan Markle as she leaves Cliveden House Hotel for Windsor Castle… https://t.co/Itztp6zP8I,0.0,0.0,1.0,0.0
Sat May 19 07:15:44 +0000 2018,BBC Breaking News,"Prince Harry &amp; Meghan Markle will become the Duke &amp; Duchess of Sussex on #royalwedding day, Buckingham Palace annou… https://t.co/3Jzux7S7Tl",0.0,0.0,1.0,0.0
Fri May 18 19:23:01 +0000 2018,BBC Breaking News,"10 people have died, and another 10 were injured in shooting at Santa Fe High School - Texas Governor Greg Abbott s… https://t.co/rILeNeQhke",-0.743,0.24,0.76,0.0
Fri May 18 19:13:25 +0000 2018,BBC Breaking News,"More than 100 people feared dead after a Boeing 737 airliner crashed and exploded near Havana airport, Cuban state… https://t.co/uk73F47FkS",-0.8176,0.306,0.694,0.0
Fri May 18 17:24:17 +0000 2018,BBC Breaking News,"Boeing 737 crashes shortly after take-off from Havana, Cuban media report https://t.co/VwVZvReA7h",0.0,0.0,1.0,0.0
Fri May 18 16:29:16 +0000 2018,BBC Breaking News,"""I just ran as fast as I could"" - Santa Fe High School students describe shooting incident in Texas that has left u… https://t.co/Ek2vfRZaMo",0.0,0.0,1.0,0.0
Fri May 18 16:14:05 +0000 2018,BBC Breaking News,"Santa Fe High School shooting update:

- Between eight and 10 people killed in incident, say police
- Majority of d… https://t.co/655gYTdsos",-0.6705,0.191,0.809,0.0
Fri May 18 15:58:00 +0000 2018,BBC Breaking News,"""This has been going on too long in our country, too many years, too many decades now"" - President Trump on reports… https://t.co/L27O1tVHmU",0.0,0.0,1.0,0.0
Fri May 18 15:44:18 +0000 2018,BBC Breaking News,"""Multiple people have died"" - @BBCJamesCook gives the latest on the Santa Fe High School shooting… https://t.co/TxEKQetc7s",-0.5574,0.194,0.806,0.0
Fri May 18 15:17:57 +0000 2018,BBC Breaking News,"At least eight people are dead after a shooting at Santa Fe High School in Texas, reports say https://t.co/qwC5MN8BLM",-0.6486,0.202,0.798,0.0
Fri May 18 09:22:38 +0000 2018,BBC Breaking News,Russian ex-spy Sergei Skripal has been discharged from hospital after being poisoned with a nerve agent in Salisbury https://t.co/m09vK9vPg5,-0.4939,0.158,0.842,0.0
Fri May 18 09:03:00 +0000 2018,BBC Breaking News,"The Prince of Wales will accompany Meghan Markle down the aisle, Kensington Palace confirms https://t.co/lF1tHcOJ2I #royalwedding",0.0,0.0,1.0,0.0
Thu May 17 16:21:48 +0000 2018,BBC Breaking News,Explosive eruption at Hawaii’s Kilauea volcano sends ash thousands of metres into the sky https://t.co/DunkpP2Xpu,0.0,0.0,1.0,0.0
Thu May 17 15:55:22 +0000 2018,BBC Breaking News,"Kasim Lewis, 31, jailed for life with a minimum of 29 years at Old Bailey for murdering 22-year-old barmaid Iuliana… https://t.co/CL9DGlheZt",-0.8176,0.294,0.706,0.0
Thu May 17 13:55:03 +0000 2018,BBC Breaking News,Berlinah Wallace found guilty of throwing corrosive substance with intent at Bristol Crown Court after injuring for… https://t.co/jXEDp1FCkj,-0.4215,0.141,0.859,0.0
Thu May 17 13:46:32 +0000 2018,BBC Breaking News,"Berlinah Wallace, 48, cleared of killing boyfriend in acid attack in Bristol in 2015 https://t.co/mG58fZAScs",-0.7964,0.359,0.574,0.067
Thu May 17 11:30:59 +0000 2018,BBC Breaking News,"UK government to consult on banning flammable cladding, after Grenfell review stopped short of recommending ban https://t.co/MEckLQ9heM",-0.6705,0.268,0.732,0.0
Thu May 17 10:38:12 +0000 2018,BBC Breaking News,"Meghan Markle says she hopes her father ""can be given the space he needs to focus on his health""… https://t.co/J1fkcc7X1M",0.4215,0.0,0.872,0.128
Thu May 17 10:32:07 +0000 2018,BBC Breaking News,Meghan Markle says her father will not now be attending her wedding to Prince Harry on Saturday https://t.co/g5w2J6kr2V,0.0,0.0,1.0,0.0
Thu May 17 08:41:03 +0000 2018,BBC Breaking News,"Grenfell Tower fire review concludes indifference and ignorance led ""race to the bottom"" in building safety practic… https://t.co/haedS7P28u",-0.3182,0.266,0.611,0.122
Thu May 17 06:16:02 +0000 2018,BBC Breaking News,"UK retailer Mothercare says it is to shut 50 stores as part of a restructuring plan, resulting in
hundreds of job l… https://t.co/mRqaZEXXH8",0.0,0.0,1.0,0.0
Thu May 17 06:06:04 +0000 2018,BBC Breaking News,"The maximum bet on fixed-odds betting terminals will be reduced from £100 to £2, the government says https://t.co/wLmS7JM1EO",0.0,0.0,1.0,0.0
Wed May 16 15:55:11 +0000 2018,BBC Breaking News,Oxfam chief executive Mark Goldring to stand down after scandal over claims of sexual misconduct by staff in Haiti https://t.co/8xQExjxF8t,-0.4404,0.132,0.868,0.0
Wed May 16 13:06:35 +0000 2018,BBC Breaking News,"RT @BBCSport: Gareth Southgate has named his 23-man England squad for the World Cup in Russia.

Trent Alexander-Arnold and Ruben Loftus-Che…",0.0,0.0,1.0,0.0
Wed May 16 11:45:47 +0000 2018,BBC Breaking News,"Rail services on East Coast Main Line to be brought back under UK government control, Stagecoach Group says https://t.co/z4pi33oxnS",0.0,0.0,1.0,0.0
Wed May 16 03:37:50 +0000 2018,BBC Breaking News,"Malaysian politician Anwar Ibrahim freed from jail after being pardoned, paving the way for his return to politics https://t.co/db9NLfQPja",0.5574,0.0,0.787,0.213
Wed May 16 02:46:51 +0000 2018,BBC Breaking News,The Trump-Kim summit is in doubt. North Korea says it may pull out if the US insists it gives up nuclear weapons https://t.co/XsbkVVIwlD,-0.6597,0.205,0.795,0.0
Tue May 15 19:05:19 +0000 2018,BBC Breaking News,North Korea cancels high-level talks with South scheduled for Wednesday because of anger over military exercises https://t.co/WMxn9D2ha9,-0.6808,0.272,0.728,0.0
Tue May 15 15:19:22 +0000 2018,BBC Breaking News,"Tom Wolfe, bestselling US author of The Right Stuff and The Bonfire of the Vanities, has died at 87, his agent says https://t.co/HuPeJQkF0e",-0.5574,0.141,0.859,0.0
Tue May 15 08:37:47 +0000 2018,BBC Breaking News,"Wages in UK rising faster than inflation for first time in more than a year, figures show https://t.co/KdsD4hDlem",0.0,0.0,1.0,0.0
Mon May 14 20:25:09 +0000 2018,BBC Breaking News,It is now unclear whether Meghan Markle's father will attend Saturday's wedding and walk her down the aisle https://t.co/JU21d6A5qs,-0.25,0.1,0.9,0.0
Mon May 14 16:39:28 +0000 2018,BBC Breaking News,"Israel: Numbers of casualties continue to rise in deadliest day of violence since the 2014 Gaza war

For the latest… https://t.co/0hkevop4eZ",-0.8402,0.296,0.704,0.0
Mon May 14 13:36:30 +0000 2018,BBC Breaking News,"""It's been a long time coming,"" President Donald Trump says as US opens its controversial new embassy in Jerusalem… https://t.co/D36fkv8NCa",-0.2023,0.091,0.909,0.0
Mon May 14 13:06:12 +0000 2018,BBC Breaking News,"Ceremony to inaugurate US embassy in Jerusalem begins amidst bloody clashes near Gaza border

Latest:… https://t.co/2Y7n2Ytyam",-0.4404,0.162,0.838,0.0
Mon May 14 12:49:49 +0000 2018,BBC Breaking News,"Gaza health officials say at least 37 Palestinians killed and 1,300 injured by Israeli fire after clashes near bord… https://t.co/xNUrydIVTL",-0.8625,0.361,0.639,0.0
Mon May 14 12:20:29 +0000 2018,BBC Breaking News,"Number of Palestinians killed by Israeli troops near Gaza border rises to 28, Palestinian officials say https://t.co/uZ6Fw7wJXc",-0.6369,0.216,0.721,0.062
Mon May 14 10:58:58 +0000 2018,BBC Breaking News,Deadliest clashes in weeks as nine Palestinians killed by Israeli troops ahead of new US Jerusalem embassy ceremony https://t.co/DlVUFwLv4U,-0.6705,0.2,0.8,0.0
Mon May 14 10:26:34 +0000 2018,BBC Breaking News,Indian MP and former UN diplomat Shashi Tharoor charged with aiding his wife’s suicide in 2014 https://t.co/vEveSZZyUH,-0.743,0.296,0.704,0.0
Mon May 14 09:22:15 +0000 2018,BBC Breaking News,"Russian government is ""chief protagonist"" in campaign aimed at undermining European democracy - MI5 director genera… https://t.co/86p0rS3zNf",-0.3612,0.143,0.857,0.0
Sun May 13 20:31:50 +0000 2018,BBC Breaking News,"Two British nationals, released after being kidnapped in a national park DR Congo, say they are 'very grateful' https://t.co/N8ZwPMUaKD",0.5095,0.0,0.838,0.162
Sun May 13 13:14:44 +0000 2018,BBC Breaking News,"Two Britons held hostage in the Democratic Republic of Congo released unharmed, Foreign Secretary Boris Johnson says https://t.co/n2SWQjybzu",0.0,0.0,1.0,0.0
Sun May 13 10:40:15 +0000 2018,BBC Breaking News,"Members of one family were behind a wave of blasts targeting churches in the Indonesian city of Surabaya, police say https://t.co/PS4CriVELK",0.0,0.0,1.0,0.0
Sun May 13 08:03:09 +0000 2018,BBC Breaking News,"Obituary: Dame Tessa Jowell, stalwart of New Labour &amp; key player in London's successful Olympic bid… https://t.co/diBPcPRIYA",0.5859,0.0,0.808,0.192
Sun May 13 06:34:41 +0000 2018,BBC Breaking News,"Former Labour cabinet minister Dame Tessa Jowell has died aged 70, her family announces https://t.co/1V0h1QFQW3",-0.5574,0.205,0.795,0.0
Sat May 12 23:06:17 +0000 2018,BBC Breaking News,'Thank you for choosing different' - Israel's @NettaBarzilai on winning this year's #eurovision song contest… https://t.co/0miezpcJsj,0.7096,0.0,0.688,0.312
Sat May 12 22:56:46 +0000 2018,BBC Breaking News,Netta wins the Eurovision Song Contest for Israel https://t.co/PM1HsxFDwd,0.5719,0.0,0.684,0.316
Sat May 12 20:44:52 +0000 2018,BBC Breaking News,"Serial killer Dennis Nilsen, who claimed to have killed 16 people in the 1970s and 1980s, has died in prison https://t.co/q694vZTBg9",-0.9493,0.48,0.52,0.0
Sat May 12 20:27:52 +0000 2018,BBC Breaking News,Watch the moment a protester storms the stage to disrupt the UK's Eurovision performance https://t.co/M1WN4yuWSw,0.0,0.0,1.0,0.0
Sat May 12 19:54:33 +0000 2018,BBC Breaking News,"Police in Paris shoot man dead after he stabs several people in the Opera district, French media say https://t.co/AsiLMCT3hp",-0.8625,0.375,0.625,0.0
Thu Jun 21 23:29:50 +0000 2018,CBS,"Lights, camera, selfie! 📸 Could there be a better photo for #NationalSelfieDay? https://t.co/14Ewx64yKC",0.4926,0.0,0.758,0.242
Wed Jun 20 00:39:01 +0000 2018,CBS,There’s nothing quite like watching a contestant win a brand new car on @PriceIsRight. 👏  https://t.co/aKlFikYAMM,0.3555,0.136,0.642,0.222
Mon Jun 18 20:27:50 +0000 2018,CBS,Time to make your predictions for #BB20! 👏 Get to know the @CBSBigBrother Houseguests before the big premiere next… https://t.co/jlpIchJ9sk,0.0,0.0,1.0,0.0
Mon Jun 18 15:00:46 +0000 2018,CBS,RT @CBSBigBrother: Meet the cast of #BB20... before anyone else! Start streaming all their live interviews beginning at 11am EST/8am PST on…,0.0,0.0,1.0,0.0
Sun Jun 17 13:00:01 +0000 2018,CBS,"Today and every day we celebrate their love, guidance, and support. Happy #FathersDay to every kind of dad! https://t.co/Wffax1khBH",0.9392,0.0,0.507,0.493
Fri Jun 15 18:48:29 +0000 2018,CBS,"Casting Alert! @paulwesley, @DaniaJRamirez &amp; @JamesWolk are set to star in the upcoming CBS All Access psychologica… https://t.co/JnZMrzT92n",0.3595,0.0,0.872,0.128
Thu Jun 14 17:30:00 +0000 2018,CBS,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",-0.296,0.167,0.833,0.0
Thu Jun 14 16:19:32 +0000 2018,CBS,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,0.1779,0.12,0.734,0.147
Tue Jun 12 00:19:23 +0000 2018,CBS,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",-0.5562,0.315,0.551,0.134
Mon Jun 11 22:23:06 +0000 2018,CBS,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",0.5093,0.0,0.829,0.171
Mon Jun 11 19:01:38 +0000 2018,CBS,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",-0.296,0.167,0.833,0.0
Mon Jun 11 14:00:37 +0000 2018,CBS,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,0.0,0.0,1.0,0.0
Mon Jun 11 06:19:36 +0000 2018,CBS,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,0.0,0.0,1.0,0.0
Mon Jun 11 06:04:41 +0000 2018,CBS,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,0.4767,0.0,0.78,0.22
Mon Jun 11 03:10:33 +0000 2018,CBS,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,0.8478,0.0,0.594,0.406
Mon Jun 11 03:02:06 +0000 2018,CBS,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,0.92,0.0,0.537,0.463
Mon Jun 11 02:58:30 +0000 2018,CBS,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",0.0,0.0,1.0,0.0
Mon Jun 11 02:56:40 +0000 2018,CBS,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,0.4404,0.0,0.847,0.153
Mon Jun 11 02:56:10 +0000 2018,CBS,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,0.836,0.0,0.533,0.467
Mon Jun 11 02:53:00 +0000 2018,CBS,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,0.0,0.0,1.0,0.0
Mon Jun 11 02:47:29 +0000 2018,CBS,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,0.6369,0.0,0.682,0.318
Mon Jun 11 02:44:50 +0000 2018,CBS,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,0.7978,0.0,0.457,0.543
Mon Jun 11 02:44:37 +0000 2018,CBS,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,0.9523,0.0,0.45,0.55
